1,4,1072.318,944.862
1,5,1053.104,941.985
1,6,1059.27,945.6189999999999
1,7,1024.038,946.454
2,4,1073.997,944.8539999999999
2,5,1054.452,941.88
2,6,1060.935,945.5239999999999
2,7,1025.7160000000001,946.186
3,4,1075.677,944.8580000000001
3,5,1055.8039999999999,941.783
3,6,1062.608,945.44
3,7,1027.396,945.928
4,4,1077.361,944.8739999999999
4,5,1057.16,941.693
4,6,1064.29,945.3660000000001
4,7,1029.076,945.682
5,5,1058.518,941.61
5,4,1079.046,944.9010000000001
5,6,1065.98,945.302
5,7,1030.759,945.449
6,4,1080.734,944.939
6,5,1059.881,941.534
6,7,1032.442,945.23
6,6,1067.677,945.247
7,5,1061.247,941.466
7,7,1034.127,945.0260000000001
7,6,1069.382,945.201
8,6,1071.094,945.163
8,7,1035.8139999999999,944.837
8,5,1062.616,941.404
9,7,1037.502,944.664
9,6,1072.812,945.133
9,5,1063.989,941.35
10,5,1065.365,941.303
10,6,1074.538,945.11
10,7,1039.192,944.5060000000001
11,6,1076.27,945.095
11,7,1040.884,944.3660000000001
11,5,1066.745,941.263
12,5,1068.128,941.2310000000001
12,6,1078.009,945.086
12,7,1042.577,944.2410000000001
13,5,1069.513,941.206
13,6,1079.754,945.084
13,7,1044.2730000000001,944.133
14,5,1070.902,941.188
14,6,1081.506,945.09
14,7,1045.971,944.04
15,5,1072.2930000000001,941.178
15,7,1047.671,943.9630000000001
15,8,1016.443,951.2189999999999
16,5,1073.687,941.176
16,7,1049.373,943.9010000000001
16,8,1017.98,950.875
17,8,1019.5239999999999,950.54
17,5,1075.0819999999999,941.181
17,7,1051.079,943.8530000000001
18,7,1052.787,943.818
18,5,1076.479,941.194
18,8,1021.076,950.215
19,8,1022.635,949.898
19,7,1054.5,943.797
19,5,1077.877,941.215
20,8,1024.201,949.591
20,7,1056.2160000000001,943.7869999999999
20,5,1079.277,941.2439999999999
21,8,1025.7730000000001,949.293
21,7,1057.9360000000001,943.789
21,5,1080.6789999999999,941.28
22,7,1059.661,943.801
22,8,1027.3519999999999,949.005
23,7,1061.391,943.823
23,8,1028.9360000000001,948.725
24,7,1063.126,943.8539999999999
24,8,1030.525,948.454
25,7,1064.865,943.8919999999999
25,8,1032.119,948.192
26,7,1066.611,943.939
26,8,1033.7169999999999,947.938
27,8,1035.32,947.693
27,7,1068.361,943.992
28,7,1070.117,944.052
28,8,1036.9260000000002,947.456
29,8,1038.536,947.227
29,7,1071.878,944.118
30,8,1040.15,947.007
30,7,1073.645,944.189
31,8,1041.769,946.795
31,7,1075.417,944.265
32,7,1077.194,944.347
32,8,1043.391,946.5930000000001
33,7,1078.9769999999999,944.434
33,8,1045.017,946.398
34,7,1080.765,944.5260000000001
34,8,1046.6480000000001,946.2139999999999
34,9,1017.6619999999999,947.346
35,8,1048.2830000000001,946.038
35,9,1019.456,946.982
36,8,1049.922,945.873
36,9,1021.255,946.628
37,8,1051.567,945.717
37,9,1023.06,946.283
38,9,1024.87,945.949
38,8,1053.2160000000001,945.572
39,9,1026.6860000000001,945.6260000000001
39,8,1054.87,945.438
40,8,1056.529,945.314
40,9,1028.507,945.314
