1,12,1014.45,994.572
1,2,1026.8980000000001,995.044
1,5,1017.1339999999999,999.695
2,12,1013.832,994.7230000000001
2,5,1017.0189999999999,999.5880000000001
2,2,1026.9,994.961
3,5,1016.8989999999999,999.4780000000001
3,12,1013.22,994.882
3,2,1026.903,994.887
4,2,1026.905,994.822
4,12,1012.613,995.048
4,5,1016.773,999.3660000000001
5,12,1012.012,995.222
5,5,1016.6419999999999,999.2510000000001
5,2,1026.906,994.7660000000001
6,12,1011.418,995.4060000000001
6,2,1026.907,994.7180000000001
6,5,1016.507,999.1339999999999
7,5,1016.367,999.0169999999999
7,2,1026.9080000000001,994.677
8,2,1026.9089999999999,994.6410000000001
8,5,1016.2230000000001,998.898
9,2,1026.9089999999999,994.6089999999999
9,5,1016.075,998.779
10,5,1015.922,998.659
10,2,1026.91,994.581
11,2,1026.911,994.554
11,5,1015.7639999999999,998.539
12,2,1026.912,994.5269999999999
12,5,1015.6010000000001,998.4169999999999
13,5,1015.432,998.295
13,2,1026.914,994.5
14,2,1026.9160000000002,994.47
14,5,1015.255,998.171
15,5,1015.07,998.045
15,2,1026.9180000000001,994.437
16,5,1014.875,997.9169999999999
16,2,1026.921,994.4010000000001
17,2,1026.924,994.3589999999999
17,5,1014.67,997.7869999999999
18,5,1014.452,997.654
18,2,1026.928,994.312
19,5,1014.222,997.5189999999999
19,2,1026.932,994.258
20,2,1026.937,994.197
20,5,1013.977,997.3810000000001
21,2,1026.943,994.128
21,5,1013.717,997.242
22,2,1026.95,994.051
22,5,1013.441,997.102
23,5,1013.148,996.961
23,2,1026.958,993.9639999999999
24,5,1012.837,996.822
24,2,1026.968,993.867
25,2,1026.979,993.758
25,5,1012.507,996.684
26,5,1012.159,996.549
26,2,1026.992,993.637
27,5,1011.793,996.419
28,5,1011.409,996.295
29,5,1011.007,996.178
40,7,1017.4939999999999,1001.775
