1,12,1015.586,1028.0230000000001
2,12,1015.605,1027.883
3,12,1015.6239999999999,1027.738
4,12,1015.643,1027.588
5,12,1015.663,1027.433
6,12,1015.683,1027.275
7,12,1015.704,1027.112
8,12,1015.725,1026.9460000000001
9,12,1015.7460000000001,1026.776
10,12,1015.7669999999999,1026.604
11,12,1015.789,1026.43
12,12,1015.811,1026.253
13,12,1015.8330000000001,1026.076
14,12,1015.855,1025.8980000000001
15,12,1015.8760000000001,1025.721
15,17,1014.438,1034.236
16,17,1014.461,1034.057
16,12,1015.898,1025.545
17,12,1015.919,1025.372
17,17,1014.4839999999999,1033.878
18,17,1014.507,1033.6989999999998
18,12,1015.94,1025.202
19,12,1015.96,1025.037
19,17,1014.53,1033.521
20,17,1014.554,1033.345
20,12,1015.9789999999999,1024.876
21,17,1014.577,1033.17
21,12,1015.998,1024.722
22,12,1016.015,1024.575
22,17,1014.6010000000001,1032.999
23,17,1014.6239999999999,1032.8310000000001
23,12,1016.0310000000001,1024.4360000000001
24,12,1016.046,1024.305
24,17,1014.6469999999999,1032.6660000000002
25,12,1016.061,1024.182
25,17,1014.67,1032.507
26,17,1014.693,1032.3519999999999
26,12,1016.073,1024.068
27,17,1014.715,1032.202
28,17,1014.7360000000001,1032.058
29,17,1014.757,1031.92
30,17,1014.778,1031.787
31,17,1014.797,1031.661
32,17,1014.816,1031.54
33,17,1014.835,1031.4260000000002
34,17,1014.852,1031.317
35,17,1014.8689999999999,1031.214
36,17,1014.8860000000001,1031.117
37,17,1014.9010000000001,1031.025
38,17,1014.915,1030.94
39,17,1014.929,1030.86
40,17,1014.942,1030.785
