1,13,1017.059,1017.0089999999999
1,11,1008.9810000000001,1016.727
2,13,1017.082,1016.84
2,11,1008.9810000000001,1016.727
3,11,1008.9810000000001,1016.727
3,13,1017.1039999999999,1016.677
4,13,1017.125,1016.5210000000001
4,11,1008.9810000000001,1016.727
5,13,1017.145,1016.372
5,11,1008.9810000000001,1016.727
6,13,1017.164,1016.23
6,11,1008.9810000000001,1016.727
7,13,1017.182,1016.0930000000001
7,11,1008.9810000000001,1016.727
8,13,1017.2,1015.9630000000001
8,11,1008.9810000000001,1016.727
9,13,1017.216,1015.84
9,11,1008.9810000000001,1016.727
10,13,1017.232,1015.7230000000001
10,11,1008.9810000000001,1016.727
11,11,1008.9810000000001,1016.727
11,13,1017.248,1015.613
12,13,1017.262,1015.5089999999999
12,11,1008.9810000000001,1016.727
13,13,1017.275,1015.414
13,11,1008.9810000000001,1016.727
14,13,1017.288,1015.325
14,11,1008.9810000000001,1016.727
15,11,1008.9810000000001,1016.727
15,13,1017.3,1015.2439999999999
16,11,1008.9810000000001,1016.727
16,13,1017.31,1015.17
17,11,1008.9810000000001,1016.727
17,13,1017.32,1015.1039999999999
18,13,1017.329,1015.045
18,11,1008.9810000000001,1016.727
19,11,1008.9810000000001,1016.727
19,13,1017.336,1014.9939999999999
20,13,1017.3430000000001,1014.95
20,11,1008.9810000000001,1016.727
21,11,1008.9810000000001,1016.727
21,13,1017.3480000000001,1014.913
22,13,1017.3530000000001,1014.883
22,11,1008.9810000000001,1016.727
23,13,1017.357,1014.8589999999999
23,11,1008.9810000000001,1016.727
24,11,1008.9810000000001,1016.727
24,13,1017.3589999999999,1014.845
25,13,1017.3589999999999,1014.845
25,11,1008.9810000000001,1016.727
26,11,1008.9810000000001,1016.727
26,13,1017.3589999999999,1014.845
27,13,1017.3589999999999,1014.845
27,11,1008.9810000000001,1016.727
28,11,1008.9810000000001,1016.727
28,13,1017.3589999999999,1014.845
29,13,1017.3589999999999,1014.845
29,11,1008.9810000000001,1016.727
30,11,1008.9810000000001,1016.727
30,13,1017.3589999999999,1014.845
31,13,1017.3589999999999,1014.845
31,11,1008.9810000000001,1016.727
32,13,1017.3589999999999,1014.845
32,11,1008.9810000000001,1016.727
33,11,1008.9810000000001,1016.727
33,13,1017.3589999999999,1014.845
34,11,1008.9810000000001,1016.727
34,13,1017.3589999999999,1014.845
35,13,1017.3589999999999,1014.845
35,11,1008.9810000000001,1016.727
36,13,1017.3589999999999,1014.845
36,11,1008.9810000000001,1016.727
37,13,1017.3589999999999,1014.845
37,11,1008.98,1016.711
38,11,1008.98,1016.698
38,13,1017.3589999999999,1014.845
39,11,1008.98,1016.68
39,13,1017.3589999999999,1014.845
40,13,1017.3589999999999,1014.845
40,11,1008.98,1016.658
